-60	-54	-56	-64	-70	-78	1
-62	-53	-62	-64	-68	-79	1
-63	-51	-57	-60	-66	-79	1
-63	-51	-58	-63	-68	-81	1
-66	-52	-63	-63	-68	-80	1
-62	-58	-59	-59	-67	-80	1
-62	-56	-61	-63	-65	-83	1
-61	-51	-60	-63	-66	-82	1
-62	-53	-64	-65	-69	-85	1
-64	-55	-54	-64	-68	-89	1
-65	-54	-56	-64	-66	-79	1
-66	-56	-59	-62	-67	-80	1
-60	-62	-66	-66	-71	-84	1
-62	-64	-62	-65	-75	-82	1
-61	-56	-63	-77	-67	-82	1
-64	-52	-59	-59	-66	-86	1
-60	-54	-59	-65	-66	-83	1
-61	-58	-58	-62	-66	-81	1
-62	-54	-60	-61	-70	-79	1
-61	-57	-59	-62	-69	-78	1
-64	-57	-63	-59	-68	-82	1
-63	-57	-66	-63	-68	-82	1
-58	-57	-66	-61	-68	-85	1
-61	-56	-67	-61	-69	-82	1
-60	-56	-67	-62	-69	-82	1
-61	-56	-66	-65	-71	-85	1
-60	-57	-66	-64	-70	-84	1
-61	-56	-64	-61	-72	-83	1
-60	-57	-63	-62	-72	-85	1
-62	-60	-61	-66	-69	-80	1
-64	-59	-62	-63	-69	-84	1
-61	-58	-60	-62	-70	-81	1
-65	-61	-63	-63	-69	-82	1
-68	-56	-65	-67	-76	-87	1
-67	-56	-60	-66	-73	-93	1
-66	-55	-64	-71	-75	-94	1
-65	-57	-63	-71	-76	-87	1
-64	-56	-64	-71	-75	-87	1
-64	-57	-63	-71	-77	-87	1
-65	-58	-65	-65	-74	-89	1
-67	-65	-67	-68	-75	-87	1
-70	-62	-62	-67	-69	-88	1
-64	-58	-60	-67	-68	-84	1
-62	-53	-57	-60	-69	-87	1
-61	-56	-60	-58	-67	-79	1
-65	-54	-65	-70	-74	-83	1
-67	-57	-67	-68	-75	-85	1
-67	-55	-68	-67	-74	-83	1
-68	-57	-66	-69	-76	-81	1
-67	-56	-65	-66	-75	-83	1
-68	-55	-66	-68	-75	-82	1
-67	-57	-64	-68	-75	-82	1
-68	-55	-73	-65	-76	-82	1
-68	-55	-67	-70	-76	-82	1
-68	-56	-66	-69	-75	-82	1
-68	-57	-67	-68	-75	-83	1
-67	-56	-67	-70	-74	-81	1
-69	-59	-70	-67	-75	-82	1
-63	-58	-59	-65	-74	-86	1
-68	-55	-63	-61	-74	-79	1
-67	-57	-60	-60	-75	-83	1
-68	-57	-60	-61	-73	-87	1
-66	-56	-60	-63	-74	-87	1
-69	-58	-56	-61	-73	-81	1
-66	-57	-61	-61	-73	-81	1
-66	-57	-62	-61	-74	-81	1
-65	-57	-60	-64	-74	-81	1
-66	-57	-60	-68	-74	-82	1
-66	-57	-64	-62	-68	-87	1
-63	-57	-64	-69	-75	-85	1
-66	-58	-64	-63	-73	-83	1
-62	-58	-62	-65	-75	-90	1
-62	-59	-62	-63	-74	-86	1
-66	-58	-61	-63	-73	-81	1
-66	-60	-62	-62	-70	-82	1
-60	-52	-59	-65	-66	-82	1
-61	-59	-58	-62	-65	-78	1
-60	-57	-58	-59	-70	-76	1
-62	-52	-56	-63	-64	-78	1
-58	-56	-51	-59	-65	-81	1
-59	-57	-60	-58	-67	-80	1
-59	-57	-60	-60	-63	-81	1
-55	-53	-57	-67	-64	-80	1
-57	-53	-54	-61	-73	-86	1
-62	-52	-59	-62	-64	-80	1
-61	-55	-56	-66	-73	-79	1
-62	-55	-64	-61	-60	-81	1
-60	-51	-61	-63	-64	-86	1
-60	-59	-55	-66	-66	-82	1
-61	-54	-60	-60	-64	-79	1
-59	-52	-58	-65	-66	-82	1
-64	-52	-57	-61	-66	-82	1
-64	-50	-55	-63	-66	-78	1
-61	-53	-52	-60	-72	-75	1
-61	-52	-58	-59	-70	-76	1
-62	-53	-55	-60	-68	-76	1
-62	-51	-54	-60	-74	-74	1
-61	-57	-58	-62	-67	-78	1
-59	-50	-56	-59	-62	-78	1
-59	-49	-57	-58	-65	-76	1
-42	-55	-56	-43	-73	-76	2
-41	-60	-54	-43	-73	-80	2
-42	-54	-55	-49	-67	-80	2
-40	-55	-57	-50	-66	-75	2
-42	-55	-57	-44	-69	-73	2
-45	-55	-54	-43	-71	-89	2
-46	-55	-54	-45	-62	-76	2
-47	-58	-55	-45	-62	-79	2
-46	-59	-55	-49	-69	-74	2
-45	-57	-55	-48	-67	-77	2
-46	-59	-54	-52	-67	-77	2
-43	-55	-54	-47	-67	-77	2
-39	-53	-56	-48	-66	-69	2
-37	-52	-57	-36	-71	-66	2
-42	-52	-54	-35	-65	-69	2
-37	-50	-50	-36	-58	-69	2
-38	-57	-50	-38	-60	-74	2
-39	-55	-54	-48	-76	-73	2
-49	-54	-55	-53	-66	-73	2
-42	-54	-58	-41	-63	-75	2
-40	-55	-53	-36	-60	-77	2
-37	-56	-56	-35	-69	-73	2
-40	-59	-59	-39	-73	-71	2
-36	-58	-59	-36	-69	-71	2
-40	-58	-57	-40	-74	-79	2
-42	-51	-54	-41	-67	-72	2
-41	-55	-53	-37	-64	-79	2
-42	-54	-49	-41	-68	-71	2
-38	-53	-51	-39	-68	-76	2
-34	-48	-51	-37	-70	-78	2
-34	-53	-59	-36	-75	-73	2
-35	-56	-52	-36	-72	-69	2
-36	-55	-55	-36	-60	-73	2
-35	-54	-56	-34	-61	-71	2
-35	-54	-54	-35	-59	-73	2
-36	-54	-54	-36	-62	-71	2
-34	-57	-55	-35	-59	-71	2
-36	-58	-52	-26	-61	-70	2
-34	-61	-52	-27	-61	-67	2
-35	-56	-57	-34	-60	-73	2
-34	-61	-61	-36	-60	-73	2
-35	-59	-57	-27	-61	-71	2
-35	-60	-54	-35	-61	-81	2
-36	-60	-53	-36	-63	-70	2
-34	-62	-57	-36	-61	-71	2
-36	-59	-57	-35	-61	-65	2
-37	-59	-57	-36	-64	-66	2
-36	-59	-55	-36	-65	-66	2
-36	-59	-55	-40	-65	-66	2
-35	-55	-56	-37	-66	-65	2
-34	-55	-55	-36	-62	-70	2
-35	-58	-55	-36	-62	-70	2
-41	-58	-53	-43	-61	-70	2
-37	-56	-58	-36	-80	-72	2
-36	-60	-57	-37	-80	-72	2
-36	-56	-62	-36	-80	-71	2
-35	-53	-62	-35	-68	-70	2
-36	-61	-57	-27	-71	-73	2
-13	-54	-57	-21	-77	-72	2
-12	-54	-54	-11	-70	-75	2
-17	-56	-54	-36	-66	-73	2
-18	-53	-60	-17	-71	-74	2
-36	-54	-56	-16	-61	-64	2
-36	-55	-65	-34	-66	-70	2
-36	-54	-57	-34	-60	-69	2
-39	-57	-54	-38	-56	-70	2
-26	-57	-53	-37	-67	-72	2
-17	-57	-55	-15	-62	-68	2
-17	-56	-57	-35	-71	-69	2
-11	-63	-65	-18	-70	-72	2
-10	-58	-54	-18	-70	-72	2
-12	-55	-57	-16	-70	-76	2
-12	-56	-58	-16	-70	-75	2
-10	-58	-62	-20	-73	-76	2
-13	-55	-55	-21	-70	-73	2
-36	-55	-50	-41	-66	-72	2
-35	-52	-55	-38	-62	-66	2
-38	-54	-52	-36	-63	-65	2
-39	-52	-53	-36	-61	-67	2
-40	-53	-55	-37	-71	-75	2
-40	-54	-52	-38	-60	-69	2
-38	-54	-51	-37	-66	-74	2
-37	-58	-55	-38	-60	-74	2
-41	-53	-56	-36	-62	-75	2
-43	-56	-59	-37	-64	-74	2
-36	-55	-59	-37	-63	-70	2
-48	-53	-60	-36	-58	-73	2
-48	-53	-56	-37	-59	-75	2
-44	-52	-56	-47	-63	-71	2
-38	-53	-54	-43	-70	-77	2
-43	-54	-56	-40	-67	-70	2
-40	-55	-53	-35	-64	-70	2
-40	-54	-52	-39	-65	-70	2
-43	-52	-55	-35	-61	-75	2
-42	-53	-53	-42	-63	-72	2
-40	-56	-53	-44	-69	-77	2
-39	-58	-54	-39	-62	-71	2
-37	-54	-54	-41	-64	-72	2
-39	-52	-50	-39	-61	-75	2
-41	-56	-50	-43	-66	-77	2
-41	-54	-59	-41	-60	-76	2
-42	-54	-54	-43	-59	-74	2
-39	-57	-55	-42	-61	-74	2
-42	-54	-56	-39	-63	-76	2
-38	-56	-48	-39	-63	-70	2
-39	-51	-50	-43	-63	-71	2
-40	-50	-50	-37	-64	-71	2
-37	-55	-56	-37	-67	-70	2
-38	-54	-55	-36	-60	-71	2
-42	-53	-62	-27	-63	-72	2
-36	-51	-52	-37	-70	-71	2
-36	-55	-54	-36	-67	-65	2
-38	-60	-57	-39	-70	-70	2
-36	-50	-58	-41	-74	-74	2
-37	-58	-53	-43	-76	-66	2
-38	-56	-52	-41	-76	-71	2
-36	-56	-56	-37	-59	-66	2
-36	-55	-54	-40	-71	-71	2
-19	-53	-60	-37	-69	-72	2
-37	-53	-54	-37	-67	-79	2
-36	-57	-58	-36	-62	-74	2
-36	-55	-53	-35	-64	-72	2
-37	-53	-56	-35	-74	-76	2
-37	-57	-55	-40	-75	-71	2
-35	-58	-54	-36	-69	-69	2
-36	-57	-56	-37	-69	-77	2
-36	-58	-56	-39	-62	-67	2
-19	-60	-54	-35	-69	-69	2
-17	-62	-54	-22	-65	-70	2
-34	-53	-52	-19	-65	-75	2
-15	-55	-62	-25	-71	-67	2
-14	-56	-57	-35	-68	-77	2
-11	-59	-60	-27	-70	-74	2
-34	-53	-56	-18	-70	-76	2
-36	-54	-56	-35	-61	-70	2
-36	-52	-59	-38	-64	-72	2
-38	-55	-56	-42	-66	-72	2
-38	-54	-53	-36	-66	-73	2
-36	-53	-50	-37	-70	-72	2
-38	-50	-49	-42	-69	-73	2
-38	-53	-52	-40	-63	-73	2
-41	-54	-52	-37	-68	-73	2
-46	-51	-51	-36	-67	-73	2
-40	-53	-51	-37	-78	-73	2
-45	-53	-51	-36	-78	-72	2
-44	-52	-51	-36	-78	-72	2
-44	-53	-52	-36	-70	-72	2
-40	-54	-52	-35	-68	-71	2
-39	-59	-49	-37	-68	-70	2
-39	-52	-56	-36	-64	-68	2
-38	-55	-56	-36	-64	-70	2
-38	-56	-48	-39	-71	-72	2
-37	-57	-51	-39	-71	-71	2
-40	-58	-49	-41	-75	-71	2
-40	-57	-47	-42	-64	-74	2
-40	-58	-47	-41	-65	-73	2
-40	-70	-47	-43	-69	-73	2
-40	-57	-47	-42	-69	-73	2
-38	-52	-50	-41	-69	-68	2
-37	-54	-53	-36	-65	-76	2
-36	-54	-54	-37	-66	-75	2
-36	-58	-54	-27	-67	-73	2
-36	-54	-52	-20	-66	-70	2
-37	-57	-51	-39	-70	-76	2
-35	-51	-53	-37	-63	-72	2
-38	-51	-53	-38	-63	-72	2
-37	-54	-55	-37	-67	-71	2
-36	-52	-55	-36	-69	-64	2
-37	-54	-47	-36	-63	-70	2
-46	-52	-46	-39	-74	-71	2
-44	-50	-57	-45	-61	-72	2
-40	-52	-53	-39	-61	-75	2
-43	-55	-50	-39	-61	-69	2
-43	-55	-52	-42	-60	-74	2
-43	-54	-55	-41	-68	-71	2
-43	-47	-50	-45	-65	-66	2
-37	-46	-51	-39	-63	-69	2
-36	-55	-51	-37	-75	-71	2
-38	-59	-61	-36	-68	-69	2
-36	-55	-58	-37	-76	-72	2
-37	-53	-57	-38	-71	-68	2
-34	-60	-52	-37	-71	-66	2
-34	-54	-56	-42	-68	-76	2
-39	-57	-50	-35	-63	-70	2
-39	-48	-51	-38	-63	-69	2
-38	-52	-62	-37	-69	-73	2
-42	-52	-56	-43	-64	-76	2
-39	-54	-55	-37	-64	-70	2
-43	-57	-52	-40	-58	-72	2
-40	-54	-53	-36	-61	-77	2
-37	-55	-55	-40	-73	-72	2
-38	-58	-62	-41	-64	-76	2
-43	-54	-59	-40	-68	-76	2
-45	-52	-59	-43	-71	-74	2
-45	-57	-59	-43	-71	-74	2
-47	-60	-56	-48	-85	-85	2
-50	-56	-55	-47	-63	-86	2
-48	-57	-56	-49	-64	-87	2
-46	-57	-55	-44	-65	-86	2
-45	-58	-54	-46	-69	-87	2
-51	-54	-53	-55	-66	-77	3
-51	-52	-56	-52	-66	-80	3
-48	-57	-49	-53	-62	-79	3
-47	-60	-59	-55	-70	-79	3
-57	-58	-56	-55	-71	-84	3
-55	-58	-55	-54	-70	-81	3
-55	-56	-58	-53	-70	-81	3
-55	-66	-57	-52	-70	-84	3
-52	-57	-58	-57	-68	-86	3
-50	-60	-73	-58	-68	-88	3
-49	-59	-57	-50	-72	-80	3
-49	-59	-56	-50	-63	-80	3
-49	-62	-56	-50	-63	-83	3
-49	-61	-56	-49	-64	-84	3
-49	-60	-55	-49	-63	-85	3
-49	-60	-56	-50	-63	-84	3
-49	-61	-55	-49	-62	-84	3
-49	-61	-55	-53	-72	-85	3
-53	-57	-62	-55	-60	-86	3
-51	-56	-60	-48	-60	-86	3
-45	-59	-57	-51	-62	-77	3
-48	-58	-55	-49	-60	-80	3
-49	-64	-53	-52	-63	-73	3
-48	-66	-57	-51	-70	-81	3
-49	-64	-58	-53	-70	-84	3
-48	-61	-57	-51	-67	-83	3
-49	-64	-58	-51	-70	-86	3
-51	-64	-59	-49	-71	-87	3
-51	-62	-59	-50	-66	-85	3
-51	-62	-59	-52	-68	-85	3
-47	-64	-57	-51	-64	-85	3
-45	-63	-60	-53	-67	-83	3
-51	-60	-57	-54	-64	-84	3
-51	-58	-55	-54	-67	-86	3
-49	-52	-52	-51	-63	-78	3
-51	-53	-54	-53	-62	-83	3
-46	-46	-52	-52	-57	-77	3
-48	-46	-50	-54	-63	-87	3
-54	-54	-50	-54	-60	-81	3
-49	-56	-53	-52	-58	-89	3
-52	-52	-53	-53	-56	-78	3
